Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type,date_str
35,Spectrogram 1,1,524.176661674,531.151904977,2696.629000000001,3910.112,0.25,1213.483,-50.66,2.252,3375.0,3750.0,3000.0,3000.0,Y,220227_0113,239.279345398,589.999824983,annotations,0,6.9752433029999565,test,220227
36,Spectrogram 1,1,531.4019049340001,541.614536971,4719.101,5662.920999999999,0.2353,943.82,-53.32,2.018,5250.0,5625.0,4875.0,5062.5,N,220227_0113,239.279345398,589.999824983,annotations,0,10.212632036999937,test,220227
37,Spectrogram 1,1,541.849831047,543.0326370380001,10112.36,11056.18,0.1838,943.82,-57.94,1.966,10687.5,10875.0,10125.0,10687.5,N,220227_0113,239.279345398,589.999824983,annotations,0,1.182805991000123,test,220227
38,Spectrogram 1,1,543.216460535,550.557259114,4853.933,5797.7530000000015,0.2059,943.82,-59.56,2.254,5250.0,5625.0,4875.0,4875.0,N,220227_0113,239.279345398,589.999824983,annotations,0,7.340798578999967,test,220227
39,Spectrogram 1,1,550.763141431,552.2925529309999,3101.1240000000007,4179.775,0.1985,1078.651,-63.17,2.533,3562.5,4125.0,3187.5,3375.0,N,220227_0113,239.279345398,589.999824983,annotations,0,1.5294114999999238,test,220227
40,Spectrogram 1,1,552.491082308,553.5319077969999,4853.933,5797.7530000000015,0.1691,943.82,-61.46,2.019,5062.5,5625.0,4875.0,4875.0,N,220227_0113,239.279345398,589.999824983,annotations,0,1.0408254889998716,test,220227
41,Spectrogram 1,1,553.701025415,560.001593065,3235.955,4314.607,0.1691,1078.652,-64.5,2.461,3562.5,4312.5,3375.0,3375.0,N,220227_0113,239.279345398,589.999824983,annotations,0,6.300567649999947,test,220227
42,Spectrogram 1,1,560.1707106819999,567.587669145,2966.292,4044.944,0.3088,1078.652,-56.68,1.737,3562.5,3937.5,3000.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,7.4169584630000145,test,220227
43,Spectrogram 1,1,567.89649262,568.62443367,4179.775,5258.427,0.2059,1078.652,-60.71,2.489,4875.0,5250.0,4312.5,5250.0,N,220227_0113,239.279345398,589.999824983,annotations,0,0.7279410500000267,test,220227
44,Spectrogram 1,1,568.830315988,577.129983457,2966.292,4044.944,0.2574,1078.652,-61.77,2.325,3562.5,3937.5,3000.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,8.299667468999928,test,220227
45,Spectrogram 1,1,577.387336353,578.2402773819999,4044.944,5123.596,0.2353,1078.652,-44.66,1.875,4312.5,5062.5,4125.0,4500.0,N,220227_0113,239.279345398,589.999824983,annotations,0,0.8529410289999078,test,220227
46,Spectrogram 1,1,578.475571458,589.7498250259999,3370.7870000000007,4449.438,0.25,1078.651,-63.65,2.507,3937.5,4312.5,3562.5,4312.5,N,220227_0113,239.279345398,589.999824983,annotations,0,11.27425356799995,test,220227
2,Spectrogram 1,1,12.347249057,22.058679981,3101.1240000000007,3910.112,0.2794,808.988,-63.91,1.785,3562.5,3750.0,3187.5,3750.0,N,220227_0114,12.14871968,600.87160117,annotations,0,9.711430923999997,test,220227
3,Spectrogram 1,1,22.338091698000003,38.422084837,3235.955,4314.607,0.2868,1078.652,-64.55,2.55,3750.0,4312.5,3375.0,4125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,16.083993138999993,test,220227
4,Spectrogram 1,1,38.708849493,45.573242063,2561.798,3640.449,0.2059,1078.651,-62.13,1.945,3375.0,3562.5,2625.0,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,6.86439257,test,220227
5,Spectrogram 1,1,45.77912438,59.51978080600001,3101.1240000000007,4179.775,0.2721,1078.651,-60.93,1.948,3750.0,4125.0,3187.5,3750.0,N,220227_0114,12.14871968,600.87160117,annotations,0,13.740656426000008,test,220227
6,Spectrogram 1,1,59.791839582,63.358549777,2831.461,4044.944,0.3162,1213.483,-63.76,2.194,3562.5,3937.5,3000.0,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,3.566710194999999,test,220227
7,Spectrogram 1,1,63.674726192,74.695183425,6876.404,7685.393,0.2941,808.9889999999998,-65.39,1.862,7312.5,7500.0,6937.5,7500.0,N,220227_0114,12.14871968,600.87160117,annotations,0,11.020457232999997,test,220227
8,Spectrogram 1,1,74.989301021,84.145312583,6606.741999999998,7820.225,0.3456,1213.483,-56.32,1.869,7312.5,7687.5,6750.0,7125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,9.156011562000003,test,220227
9,Spectrogram 1,1,84.490900758,94.349389474,3101.1240000000007,4179.775,0.2426,1078.651,-62.0,2.445,3750.0,4125.0,3375.0,4125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,9.858488715999997,test,220227
10,Spectrogram 1,1,94.592036491,95.322486807,4853.933,5932.584,0.2353,1078.651,-63.57,2.4090000000000003,5437.5,5812.5,4875.0,5437.5,N,220227_0114,12.14871968,600.87160117,annotations,0,0.7304503160000024,test,220227
11,Spectrogram 1,1,95.557780884,104.410179168,2966.292,3775.281,0.1838,808.9889999999998,-60.05,1.711,3375.0,3562.5,3000.0,3375.0,N,220227_0114,12.14871968,600.87160117,annotations,0,8.852398284000001,test,220227
12,Spectrogram 1,1,104.594002665,113.76912994,6741.573,7685.393,0.2353,943.82,-60.16,1.96,7125.0,7500.0,6750.0,7312.5,N,220227_0114,12.14871968,600.87160117,annotations,0,9.175127274999994,test,220227
13,Spectrogram 1,1,114.004424017,125.902362684,3101.1240000000007,4179.775,0.3162,1078.651,-58.46,1.865,3562.5,4125.0,3187.5,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,11.897938666999991,test,220227
14,Spectrogram 1,1,126.2185391,144.197607632,2966.292,3910.112,0.2353,943.82,-53.74,1.4,3562.5,3750.0,3375.0,3562.5,Y,220227_0114,12.14871968,600.87160117,annotations,0,17.979068532,test,220227
15,Spectrogram 1,1,144.432901709,163.17636419,2831.461,4179.775,0.3382,1348.314,-61.54,2.124,3562.5,4125.0,3187.5,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,18.743462481,test,220227
16,Spectrogram 1,1,163.514599425,217.290490071,6741.573,7550.562,0.1912,808.9889999999998,-63.01,2.085,7312.5,7500.0,6750.0,7125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,53.77589064599999,test,220227
17,Spectrogram 1,1,217.481666508,225.578741625,2966.292,4179.775,0.3529,1213.483,-64.16,2.41,3750.0,4125.0,3000.0,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,8.097075117000003,test,220227
18,Spectrogram 1,1,225.93168274,256.694311811,3101.1240000000007,3910.112,0.2647,808.988,-63.49,1.689,3562.5,3750.0,3187.5,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,30.762629070999967,test,220227
19,Spectrogram 1,1,256.959017647,266.315370565,2831.461,4044.944,0.3015,1213.483,-64.6,2.306,3562.5,3937.5,3000.0,3375.0,N,220227_0114,12.14871968,600.87160117,annotations,0,9.356352918000027,test,220227
20,Spectrogram 1,1,266.616841101,289.980934155,3235.955,4314.607,0.2132,1078.652,-56.11,1.6909999999999998,3562.5,4312.5,3562.5,3562.5,Y,220227_0114,12.14871968,600.87160117,annotations,0,23.364093054000023,test,220227
21,Spectrogram 1,1,290.194169412,314.850222838,4314.607,5662.920999999999,0.1618,1348.314,-48.51,1.615,4875.0,5625.0,4875.0,4875.0,Y,220227_0114,12.14871968,600.87160117,annotations,0,24.65605342599997,test,220227
22,Spectrogram 1,1,315.011987515,332.160352467,4179.775,5258.427,0.1912,1078.652,-59.49,2.547,4687.5,5250.0,4312.5,4312.5,N,220227_0114,12.14871968,600.87160117,annotations,0,17.14836495200001,test,220227
23,Spectrogram 1,1,332.351528905,363.12059844,4179.775,5662.920999999999,0.2279,1483.146,-58.05,2.71,4875.0,5437.5,4312.5,4687.5,Y,220227_0114,12.14871968,600.87160117,annotations,0,30.769069534999968,test,220227
24,Spectrogram 1,1,363.348539577,380.702273391,4719.101,5932.584,0.2059,1213.483,-53.81,2.44,5250.0,5812.5,4875.0,5625.0,Y,220227_0114,12.14871968,600.87160117,annotations,0,17.35373381400001,test,220227
25,Spectrogram 1,1,380.908155708,393.269090671,4179.775,4988.764,0.1985,808.9889999999998,-61.99,1.94,4500.0,4875.0,4312.5,4312.5,N,220227_0114,12.14871968,600.87160117,annotations,0,12.36093496299992,test,220227
26,Spectrogram 1,1,393.467620049,394.232325798,4719.101,5528.09,0.1912,808.9889999999998,-59.95,1.901,5062.5,5437.5,4875.0,5062.5,N,220227_0114,12.14871968,600.87160117,annotations,0,0.7647057490000293,test,220227
27,Spectrogram 1,1,394.423502236,410.370639969,4314.607,5528.09,0.2059,1213.483,-58.79,2.458,4875.0,5437.5,4500.0,4500.0,N,220227_0114,12.14871968,600.87160117,annotations,0,15.947137733000035,test,220227
28,Spectrogram 1,1,410.576522287,417.707254857,3235.955,4314.607,0.3235,1078.652,-58.88,1.998,3562.5,4312.5,3375.0,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,7.130732569999965,test,220227
29,Spectrogram 1,1,418.030784213,430.775774877,2831.461,3775.281,0.2721,943.82,-60.11,2.165,3375.0,3750.0,3000.0,3000.0,N,220227_0114,12.14871968,600.87160117,annotations,0,12.744990663999946,test,220227
30,Spectrogram 1,1,431.047833654,434.834597702,2831.461,3910.112,0.2868,1078.651,-59.71,1.668,3562.5,3750.0,3187.5,3562.5,N,220227_0114,12.14871968,600.87160117,annotations,0,3.786764048000009,test,220227
31,Spectrogram 1,1,435.12136235800006,556.857106459,6202.246999999999,7146.066999999999,0.1985,943.82,-64.86,2.03,6937.5,7125.0,6375.0,6937.5,N,220227_0114,12.14871968,600.87160117,annotations,0,121.73574410099992,test,220227
32,Spectrogram 1,1,557.055635836,559.915929457,6337.0790000000015,7550.562,0.2647,1213.483,-64.79,2.607,7125.0,7500.0,6375.0,7125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,2.8602936209999825,test,220227
33,Spectrogram 1,1,560.180635294,564.195215489,6741.573,7955.056,0.2279,1213.483,-46.13,1.516,7125.0,7312.5,6937.5,7125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,4.014580195000009,test,220227
34,Spectrogram 1,1,564.423156626,569.458242764,6606.741999999998,7685.393,0.2353,1078.651,-55.68,1.673,7125.0,7500.0,6937.5,7125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,5.035086137999997,test,220227
35,Spectrogram 1,1,569.69353684,576.7169042090001,6471.91,7415.73,0.2059,943.82,-46.97,1.37,7125.0,7125.0,6750.0,7125.0,N,220227_0114,12.14871968,600.87160117,annotations,0,7.023367369000084,test,220227
36,Spectrogram 1,1,576.922786526,586.803571146,6741.573,7820.225,0.2647,1078.652,-59.03,1.903,7312.5,7687.5,6750.0,7312.5,N,220227_0114,12.14871968,600.87160117,annotations,0,9.880784619999988,test,220227
37,Spectrogram 1,1,587.0682769819999,600.687777673,6876.404,7955.056,0.1838,1078.652,-57.83,1.972,7312.5,7875.0,6937.5,7312.5,N,220227_0114,12.14871968,600.87160117,annotations,0,13.619500691000097,test,220227
2,Spectrogram 1,1,83.662696397,108.758677311,3910.112,4719.101,0.3897,808.9889999999998,-50.17,2.088,4312.5,4687.5,3937.5,4687.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,25.095980913999995,test,220228
3,Spectrogram 1,1,109.148383125,146.534106265,3505.618,4449.438,0.2941,943.82,-56.52,2.157,4125.0,4312.5,3562.5,3937.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,37.38572314,test,220228
4,Spectrogram 1,1,146.828223861,185.28706852,3910.112,4988.764,0.4265,1078.652,-57.22,2.198,4500.0,4875.0,3937.5,4500.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,38.45884465899999,test,220228
5,Spectrogram 1,1,185.713539034,221.910878655,2292.135,3505.618,0.2794,1213.483,-61.24,2.41,2812.5,3375.0,2437.5,2625.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,36.197339621,test,220228
6,Spectrogram 1,1,222.190290371,248.66593978,2426.966,3370.7870000000007,0.25,943.821,-58.74,1.466,3187.5,3187.5,2437.5,3187.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,26.47564940900003,test,220228
7,Spectrogram 1,1,248.915939737,265.648285816,2696.629000000001,3640.449,0.1471,943.82,-45.58,1.84,3187.5,3562.5,2812.5,3187.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,16.732346078999992,test,220228
8,Spectrogram 1,1,265.795344614,269.670343941,2426.966,3505.618,0.3309,1078.652,-53.16,1.978,3187.5,3375.0,2437.5,3187.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,3.874999327000012,test,220228
9,Spectrogram 1,1,270.001226237,349.578673496,2831.461,4044.944,0.1397,1213.483,-59.37,1.79,3562.5,3750.0,3000.0,3562.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,79.57744725899994,test,220228
10,Spectrogram 1,1,349.7183793540001,360.667024963,2831.461,3775.281,0.1912,943.82,-63.54,2.233,3375.0,3750.0,3000.0,3187.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,10.948645608999982,test,220228
11,Spectrogram 1,1,360.8582014,369.240006851,9573.034,10516.854,0.125,943.82,-60.04,1.952,10125.0,10500.0,9750.0,10125.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,8.381805450999991,test,220228
12,Spectrogram 1,1,369.36500683,614.963397497,3910.112,4988.764,0.2353,1078.652,-56.92,2.5540000000000003,4500.0,4875.0,3937.5,4312.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,245.598390667,test,220228
13,Spectrogram 1,1,615.198691573,628.877417061,3101.1240000000007,4044.944,0.2574,943.82,-63.57,2.028,3562.5,3937.5,3187.5,3562.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,13.67872548799994,test,220228
14,Spectrogram 1,1,629.134769958,650.928265911,2966.292,4044.944,0.25,1078.652,-62.63,2.102,3375.0,3937.5,3000.0,3375.0,Y,220228_0117,83.339167042,1223.932937076,annotations,0,21.793495953000043,test,220228
15,Spectrogram 1,1,651.178265868,656.42233973,4314.607,5528.09,0.1985,1213.483,-51.81,2.04,5250.0,5437.5,4500.0,5437.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,5.2440738619999365,test,220228
16,Spectrogram 1,1,656.620869107,703.404900641,4719.101,6067.416,0.2132,1348.315,-53.85,2.244,5250.0,6000.0,4875.0,5250.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,46.784031534000064,test,220228
17,Spectrogram 1,1,703.618135898,722.0338943319998,4179.775,5528.09,0.3235,1348.315,-48.9,2.718,4875.0,5437.5,4312.5,5437.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,18.41575843399994,test,220228
19,Spectrogram 1,1,722.357423688,754.00919359,4179.775,5123.596,0.3162,943.821,-40.5,2.045,4500.0,5062.5,4312.5,4500.0,Y,220228_0117,83.339167042,1223.932937076,annotations,0,31.651769901999955,test,220228
20,Spectrogram 1,1,754.3253700060001,767.8026105660001,2848.921,5007.194,0.375,2158.273,-36.86,3.1460000000000004,4312.5,4687.5,3000.0,4500.0,Y,220228_0117,83.339167042,1223.932937076,annotations,0,13.477240560000038,test,220228
21,Spectrogram 1,1,768.1776105010001,787.0403938960001,2831.461,3775.281,0.3382,943.82,-44.17,2.026,3375.0,3750.0,3000.0,3375.0,Y,220228_0117,83.339167042,1223.932937076,annotations,0,18.86278339499995,test,220228
22,Spectrogram 1,1,787.378629131,810.325170373,2426.966,3505.618,0.2868,1078.652,-30.84,1.839,3187.5,3375.0,2437.5,3375.0,Y,220228_0117,83.339167042,1223.932937076,annotations,0,22.94654124199997,test,220228
23,Spectrogram 1,1,810.6119350289999,823.8179233389999,2561.798,3370.7870000000007,0.3015,808.9889999999998,-36.22,1.082,3187.5,3187.5,2625.0,3187.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,13.205988309999952,test,220228
24,Spectrogram 1,1,824.119393875,841.4496044269998,2966.292,3910.112,0.2059,943.82,-49.29,2.008,3562.5,3750.0,3000.0,3750.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,17.330210551999926,test,220228
25,Spectrogram 1,1,841.655486744,883.533068612,2022.472,2966.292,0.1397,943.82,-51.03,2.213,2625.0,2812.5,2062.5,2812.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,41.87758186799999,test,220228
26,Spectrogram 1,1,883.67277447,901.198289354,4449.438,5528.09,0.3235,1078.652,-36.32,1.6780000000000002,5250.0,5437.5,4687.5,5250.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,17.525514883999904,test,220228
27,Spectrogram 1,1,901.521818709,928.121666645,2426.966,3370.7870000000007,0.2647,943.821,-47.97,2.128,2625.0,3187.5,2437.5,2812.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,26.599847936000057,test,220228
28,Spectrogram 1,1,928.386372481,940.723352598,3505.618,4314.607,0.3088,808.9889999999998,-44.75,2.318,3937.5,4312.5,3562.5,4125.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,12.33698011699994,test,220228
29,Spectrogram 1,1,941.032176074,954.980331111,2292.135,3235.955,0.3235,943.82,-51.68,2.23,2625.0,3187.5,2437.5,2437.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,13.948155037000106,test,220228
30,Spectrogram 1,1,955.303860466,981.006373154,3640.449,4449.438,0.3015,808.9889999999998,-41.49,1.949,4125.0,4312.5,3750.0,4312.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,25.70251268799984,test,220228
31,Spectrogram 1,1,981.30784369,999.895581831,3910.112,4719.101,0.1765,808.9889999999998,-41.15,2.22,4312.5,4687.5,3937.5,4687.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,18.587738141000045,test,220228
32,Spectrogram 1,1,1000.072052389,1016.319639679,2848.921,6647.482,0.3897,3798.561,-37.39,4.04,4687.5,6375.0,3187.5,3187.5,Y,220228_0117,83.339167042,1223.932937076,annotations,0,16.247587289999956,test,220228
33,Spectrogram 1,1,1016.709345493,1035.29613317,3370.7870000000007,4314.607,0.1324,943.82,-35.66,2.481,3750.0,4312.5,3375.0,3750.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,18.586787677000075,test,220228
34,Spectrogram 1,1,1035.428486088,1047.894936899,5123.596,6067.416,0.2941,943.82,-45.73,2.0340000000000003,5812.5,6000.0,5250.0,6000.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,12.46645081099996,test,220228
35,Spectrogram 1,1,1048.189054495,1063.709478596,4044.944,5258.427,0.3088,1213.483,-33.69,2.475,5062.5,5250.0,4125.0,4687.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,15.520424101000115,test,220228
36,Spectrogram 1,1,1064.018302072,1095.806137675,4044.944,6388.489000000001,0.3235,2343.545,-29.59,3.457,4875.0,6375.0,4125.0,4500.0,Y,220228_0117,83.339167042,1223.932937076,annotations,0,31.78783560300008,test,220228
37,Spectrogram 1,1,1096.12966703,1106.069256769,3910.112,4853.933,0.3309,943.821,-50.85,2.28,4312.5,4687.5,3937.5,3937.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,9.939589738999985,test,220228
38,Spectrogram 1,1,1106.400139064,1115.732325538,3505.618,4584.27,0.3162,1078.652,-39.08,2.396,4125.0,4500.0,3562.5,4125.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,9.332186474000082,test,220228
39,Spectrogram 1,1,1116.048501954,1130.674739732,2696.629000000001,3775.281,0.3088,1078.652,-26.62,1.84,3187.5,3750.0,2812.5,3187.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,14.626237778000132,test,220228
40,Spectrogram 1,1,1130.983563208,1140.246592303,1752.809,2696.629000000001,0.2794,943.82,-48.05,2.032,2250.0,2625.0,1875.0,2437.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,9.263029094999863,test,220228
41,Spectrogram 1,1,1140.526004019,1151.773959847,3775.281,5784.173000000002,0.3456,2008.892,-42.09,3.0210000000000004,4500.0,5625.0,3937.5,5062.5,Y,220228_0117,83.339167042,1223.932937076,annotations,0,11.24795582800016,test,220228
42,Spectrogram 1,1,1152.119548022,1175.788817487,2831.461,3910.112,0.1765,1078.651,-34.25,2.244,3375.0,3750.0,3000.0,3375.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,23.66926946500007,test,220228
43,Spectrogram 1,1,1175.965288045,1190.037904296,3101.1240000000007,4314.607,0.3235,1213.483,-26.15,2.773,3937.5,4312.5,3187.5,3187.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,14.072616251,test,220228
44,Spectrogram 1,1,1190.361433651,1207.972611093,3505.618,4584.27,0.3382,1078.652,-38.94,2.069,4312.5,4500.0,3562.5,4312.5,N,220228_0117,83.339167042,1223.932937076,annotations,0,17.611177442000102,test,220228
45,Spectrogram 1,1,1208.310846329,1223.822642977,3640.449,4719.101,0.1103,1078.652,-41.3,2.271,4312.5,4687.5,3750.0,4125.0,N,220228_0117,83.339167042,1223.932937076,annotations,0,15.511796647999974,test,220228
2,Spectrogram 1,1,72.224341553,128.10895575,6741.573,7550.562,0.2574,808.9889999999998,-58.66,1.844,7125.0,7500.0,6937.5,7125.0,N,220228_0118,72.025812176,282.054769461,annotations,0,55.884614197000005,test,220228
3,Spectrogram 1,1,128.366308646,144.963972816,3640.449,4584.27,0.2794,943.821,-62.64,2.2,3937.5,4500.0,3750.0,3937.5,N,220228_0118,72.025812176,282.054769461,annotations,0,16.59766417,test,220228
4,Spectrogram 1,1,145.24338453200002,146.081619681,4719.101,5797.7530000000015,0.2721,1078.652,-64.0,2.247,5062.5,5625.0,4875.0,5625.0,N,220228_0118,72.025812176,282.054769461,annotations,0,0.8382351489999849,test,220228
